A,B,C,D
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Discussing/eating food, bedrooms, maths, Sugarhouse nightclub, the flooding in Lancaster, camping, travelling in Africa, games, Twilight, Jack Whitehall, The Big Fat Quiz, Cloud Atlas, the Chaos Walking trilogy, TV shows, mutual friends, The Vampire Diaries, How I Met Your Mother, playing Articulate, playing Heads Up, reading thrillers, bad presents, timetables, courses, Charlie Simpson, quizzes, University Challenge, Hungry Hippos, religious beliefs, primary school memories, secret Santa, physics work, sports kit tops, talking about in jokes, airport scanners, bruising, Rocky Horror Picture Show, boxers, blood donation, module assessments, flavoured vodka, City of Bones, cracking knuckles",well that''s </u><u> two years? </u><u> </u><u> well then there''s no chance </u><u> last two weeks there was no chance of me being able to do it,right,physics and then we can play pub quiz </u><u> yay </u><u> oh oh does it count towards your grade? </u><u> yeah </u><u> well like a tiny bit </u><u> well it''s
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",and interested enough such that you can reach them effectively and that''s kind of the context of the way the web works,right,so if you keep it general then you''ll be predominantly using general terms to be able to cover everything and so you will
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",reading from different authors or I am just really keeping everything on track just being an interviewer and focusing,right,onto the person whose er whose who I am interviewing and just finding out about their life story </u><u> you see I''ve got this this
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",how to interview and I am not given the opportunity to demonstrate myself or to show how valuable I can be to these people,right,and you will get people on all sorts of different levels but the reality is is that there is a comparative level and
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",<u> so it is quite potentially it''s it''s it''s possible that the the data that you taught is just out of date,right,and the idea though is that a university system should be flexible enough to allow people to to look at the
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",of things are simply just you need to go and do it more than anything </u><u> yeah you do but I think you know you''ve got to talk to the,right,people and suss out your ideas a bit more as well because like honestly it hadn''t occurred to me until today and it
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",join all that together as you''re picking these people out of these groups within the groups the people know the people,right,so that''s your niche that''s your crowd </u><u> yeah yeah </u><u> and and then they can see well erm naturally these people get together
"Discussing|Explaining|Inquiring|Advising,Roads, cricket, bikes",it seems that the bus in Germany but it''s got a British registration </u><u> okay </u><u> twenty degrees </u><u> wow </u><u> wow </u><u> this is March,right,? </u><u> yeah it''s insane </u><u> it was only officially the start of spring a few days ago </u><u> yeah twenty-first
"Discussing|Explaining|Inquiring|Advising,Roads, cricket, bikes",the i yeah sort of in people''s heads if they''re not gonna u keep something afterwards but no you''re probably,right,it probably is che much cheaper just to er to buy one </u><u> and then literally you could probably resell it at no loss </u><u> yeah
"Discussing|Explaining|Advising,work, food, TV",you can rebut that </u><u> economists believe okay here''s a hedge yeah so it is it is what I thought but I didn''t get the definition,right,properly </u><u> yes wha which page is this? </u><u> I''m on page thirteen so they''ve got economists believe that malaria is
"Discussing|Explaining|Advising,work, food, TV",and more sophisticated grammatical structures stupid </u><u> well it could be any of them,right,it could be any of them right can you see an </u><u> okay well yeah </u><u> example of </u><u> could be anything </u><u> of for er explicitness evidence
"Discussing|Explaining|Advising,work, food, TV",structures stupid </u><u> well it could be any of them right it could be any of them,right,can you see an </u><u> okay well yeah </u><u> example of </u><u> could be anything </u><u> of for er explicitness evidence explicitness? </u><u> explicitness?
"Discussing|Explaining|Advising,work, food, TV",<u> is there any more examples of hedging in there? </u><u> I dunno but they ye whatever they shout out you can say yes or no </u><u> oh yeah okay,right,find an example of see the accuracy one too I mean it could be any of them </u><u> anything </u><u> anything and
"Discussing|Explaining|Advising,work, food, TV",somebody to be teacher for each of them and I''ll just go round and answer questions,right,? </u><u> so you''re gonna get someone to explain that </u><u> mm </u><u> and then they and then they can check their answers for that </u><u> I''m not sure
"Discussing|Explaining|Advising,work, food, TV",<u> yeah </u><u> explain it and then check the answers the teacher checks the answers at the back </u><u> yeah </u><u> and then yeah okay,right,come on then </u><u> alright er have that erm making connections </u><u> okay you have to go to page two three nine </u><u> yeah </u><u> so this is about
"Discussing|Explaining|Advising,work, food, TV",com? never seen that </u><u> no </u><u> okay </u><u> so I don''t know what I''m gonna do at that probably just skip over it </u><u> uhu,right,and now they work through the booklet </u><u> yeah but have you seen it? </u><u> one point three no let me see they''ve got to do this
"Discussing|Explaining|Advising,work, food, TV",think? </u><u> yeah and then bring it together in the class </u><u> er maybe get some large sheets of paper </u><u> ah got time for that,right,page twelve to fourteen so yeah that''s that one erm exercise two is where we go back
"Discussing|Explaining|Advising,work, food, TV",? significant? significant I''m gonna significant </u><u> oh okay </u><u> con constraint? </u><u> oh so you''re doing that?,right,I was thinking of words which have two different meanings okay </u><u> oh </u><u> I was I was thinking in a different way so you
"Discussing|Explaining|Advising,work, food, TV",compounded over the years this penalty </u><u> the result </u><u> the result of </u><u> of </u><u> this penalty is </u><u> yeah </u><u> the result is okay,right,so </u><u> right erm </u><u> I''m just circling some more academic vocabulary </u><u> er costs? </u><u> mm </u><u> or is that </u><u> mm </u><u> so what kind of costs is that? </u><u> yeah </u>
"Discussing|Explaining|Advising,work, food, TV",''re gonna say yeah that''s that can be used in academic writing </u><u> oh okay </u><u> I''m not gonna confuse them with this </u><u> no,right,so they''re just doing general academic vocabulary subject specific </u><u> mm </u><u> vocabulary fine </u><u> so that won''t take very long
"Discussing|Explaining|Advising,work, food, TV",what do you think it means </u><u> oh </u><u> then </u><u> check </u><u> they look at the dictionary for the real meaning </u><u> right,right,so yeah so exercise five we can do for the general academic vocabulary </u><u> yeah </u><u> use four general oh
"Discussing|Explaining|Advising,work, food, TV",that''s it? </u><u> yeah just I''m gonna take it really slowly </u><u> mm </u><u> tomorrow </u><u> that doesn''t look,right,though </u><u> no right let''s have dinner </u><u> okay let''s have dinner </u><u> I''ll put the kettle on shall
"Discussing|Explaining|Advising,work, food, TV",just I''m gonna take it really slowly </u><u> mm </u><u> tomorrow </u><u> that doesn''t look right though </u><u> no,right,let''s have dinner </u><u> okay let''s have dinner </u><u> I''ll put the kettle on shall we have pasta? </u><u> we''re just
"Discussing|Explaining|Advising,work, food, TV",be our payback </u><u> payback? what a boring </unclea> </u><u> </u><u> talking about our classes </u><u> yeah </u><u> mm,right,yeah that''s it then er </u><u> right so </u><u> that doesn''t mean to say I''m not worried about this class and doing it </u><u> don''t
"Discussing|Explaining|Advising,work, food, TV",work on the download thing it works online but everybody on the internet says it''s a good one </u><u> everyone must be,right,then </u><u> I don''t think it works with my Windows that </u><u> </u><u> stupid Windows thing that I''ve got </u><u> well Keepvid works so use
"Discussing|Explaining|Advising,work, food, TV",you want </u><u> I I downloaded all those videos for </u><u> mm </u><u> all those erm songs you''re distracting me,right,I''m gonna get get myself sorted are we gonna watch something tonight? do you fancy watching something? </u><u> well gonna watch
"Discussing|Explaining|Advising,work, food, TV",miles </u><u> oh I stop st </u><u> or something then </u><u> oh no no no </u><u> you can get really </u><u> I stop but I only go fifteen minutes </u><u> that stuff''s going,right,into your lungs </u><u> oh can''t live here if it''s gonna be </u><u> yeah it </u><u> positive positive positive </u><u> it''s a problem </u><u> mm </u><u> they
"Discussing|Explaining|Advising,work, food, TV",</u><u> that''s alright there''s nothing wrong with that is there? it''s got broccoli in it </u><u> I feel like a,right,student that a student dinner we''re gonna have to well I suppose once term starts but like once we
